route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color,route_sort_order,continuous_pickup,continuous_drop_off
A48,A,26,Ж.К. ОБЕЛЯ 1 - НАЧАЛОТО КВ. ГНИЛЯНЕ - Ж.К. ОБЕЛЯ 1,,3,,BE1E2D,FFFFFF,,,
A90,A,413,Ж.К. ДИАНАБАД - ГАРА СОФИЯ СЕВЕР - Ж.К. ДИАНАБАД,,3,,BE1E2D,FFFFFF,,,
A82,A,88,Ж.К. ДРУЖБА-2 - ЗООПАРКА - Ж.К. ДРУЖБА-2,,3,,BE1E2D,FFFFFF,,,
TB39,A,73,Ж.К. ОВЧА КУПЕЛ 2 - УМБАЛ СВ. АННА - Ж.К. ОВЧА КУПЕЛ 2,,11,,27AAE1,FFFFFF,,,
A68,A,3,ПЛОЩАД  НА АВИАЦИЯТА - СЕЛО ДОЛНИ ПАСАРЕЛ - ПЛОЩАД  НА АВИАЦИЯТА,,3,,BE1E2D,FFFFFF,,,
A254,A,803,МЕТРОСТАНЦИЯ ГОРНА БАНЯ - КАНТОНА - МЕТРОСТАНЦИЯ ГОРНА БАНЯ,,3,,BE1E2D,FFFFFF,,,
A109,A,30,КВ. ОБЕЛЯ - СЕЛО БАЛША - КВ. ОБЕЛЯ,,3,,BE1E2D,FFFFFF,,,
A52,A,78,УЛ. ВАСИЛ КЪНЧЕВ - ПЛОЩАДА КВ. ВРАЖДЕБНА - УЛ. ВАСИЛ КЪНЧЕВ,,3,,BE1E2D,FFFFFF,,,
TB25,A,84,"ЛЕТИЩЕ СОФИЯ ТЕРМИНАЛ 2 - Бл.3, ж.к. Дружба-1 - ЛЕТИЩЕ СОФИЯ ТЕРМИНАЛ 2",,11,,27AAE1,FFFFFF,,,
TB1,A,4,БУЛ. ПРОФ.ЦВ. ЛАЗАРОВ - ж.к. Хаджи Димитър - БУЛ. ПРОФ.ЦВ. ЛАЗАРОВ,,11,,27AAE1,FFFFFF,,,
A75,A,10,КВ. Д. МИЛЕНКОВ - ГАРА ИСКЪР - КВ. Д. МИЛЕНКОВ,,3,,BE1E2D,FFFFFF,,,
A46,A,24,Манастир Св.Мина - Станция Орландовци - Манастир Св.Мина,,3,,BE1E2D,FFFFFF,,,
